date,kcal,protein_g,carb_g,sugar_g,fiber_g,fat_g,satfat_g,magnesium_mg,potassium_mg,sodium_mg,vit_index,min_index,plants_day,plants_7d,tss,carb_target_g,carb_gap_g,microbiome,kcal_observed,kcal_assumed,n_items,cnt_avocado,cnt_lenticchie,cnt_uova,cnt_banane,cnt_ceci,cnt_avena,cnt_patate_dolci,cnt_caffe
2025-09-03,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,132,496,-411,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-04,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,133,498,-413,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-05,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,74,372,-287,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-06,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,433,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-07,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,144,522,-436,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-08,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,142,518,-241,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-09-09,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,125,481,-205,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-09-10,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,92,411,-325,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-11,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,111,451,-366,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-12,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,89,404,-319,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-13,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,122,475,-389,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-14,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,238,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-15,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,95,417,-141,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-09-16,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,62,346,-70,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-09-17,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,97,421,-336,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-18,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,65,353,-267,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-19,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,55,331,-246,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-20,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,463,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-21,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,43,306,-220,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-22,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,73,370,-93,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-09-23,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,68,359,-83,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-09-24,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,113,456,-370,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-25,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,81,387,-302,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-26,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,69,361,-276,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-27,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,0,214,-128,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-28,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,88,402,-317,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-09-29,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,127,485,-209,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-09-30,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,76,376,-100,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-10-01,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,100,428,-342,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-02,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,73,370,-285,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-03,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,79,383,-297,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-04,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,136,505,-419,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-05,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,291,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-06,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,5,225,52,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-10-07,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,152,539,-262,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-10-08,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,67,357,-272,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-09,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,54,329,-244,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-10,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,68,359,-274,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-11,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,246,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-12,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,123,477,-391,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-13,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,100,428,-151,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-10-14,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,91,408,-132,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-10-15,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,124,479,-394,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-16,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,60,342,-257,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-17,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,68,359,-274,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-18,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,0,214,-128,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-19,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,86,398,-312,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-20,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,107,443,-166,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-10-21,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,77,379,-102,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-10-22,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,103,434,-349,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-23,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,85,396,-310,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-24,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,109,447,-362,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-25,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,259,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-26,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,192,625,-539,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-27,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,158,552,-275,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-10-28,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,78,381,-104,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-10-29,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,184,607,-522,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-30,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,85,396,-310,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-10-31,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,58,338,-252,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-01,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,162,560,-475,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-02,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,140,513,-428,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-03,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,72,368,-91,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-11-04,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,75,374,-98,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-11-05,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,76,376,-291,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-06,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,89,404,-319,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-07,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,162,560,-475,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-08,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,182,603,-518,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-09,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,220,684,-599,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-10,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,75,374,-98,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-11-11,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,64,351,-74,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-11-12,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,80,385,-299,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-13,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,100,428,-342,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-14,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,82,389,-304,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-15,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,150,535,-449,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-16,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,108,445,-359,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-17,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,90,406,-130,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-11-18,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,86,398,-121,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-11-19,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,79,383,-297,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-20,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,88,402,-317,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-21,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,60,342,-257,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-22,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,39,297,-212,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-23,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,147,528,-443,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-24,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,73,370,-93,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-11-25,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,81,387,-111,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-11-26,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,95,417,-332,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-27,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,77,379,-293,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-28,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,73,370,-285,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-29,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,38,295,-210,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-11-30,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,249,713,-627,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-01,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,33,284,-8,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-12-02,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,77,379,-102,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-12-03,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,61,344,-259,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-04,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,78,381,-295,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-05,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,103,434,-349,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-06,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,114,458,-372,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-07,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,165,567,-481,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-08,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,71,366,-89,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-12-09,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,80,385,-108,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-12-10,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,74,372,-287,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-11,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,82,389,-304,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-12,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,75,374,-289,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-13,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,202,646,-560,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-14,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,0,214,-128,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-15,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,72,368,-91,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-12-16,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,72,368,-91,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-12-17,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,73,370,-285,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-18,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,75,374,-289,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-19,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,71,366,-280,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-20,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,125,481,-396,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-21,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,197,635,-550,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-22,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,77,379,-102,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-12-23,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,84,394,-117,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-12-24,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,137,507,-421,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-25,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,48,317,-231,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-26,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,92,411,-325,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-27,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,166,569,-483,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-28,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,104,436,-351,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2025-12-29,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,48,317,-40,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-12-30,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,0,214,63,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2025-12-31,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,24,265,-180,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-01-01,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,42,304,-218,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-01-02,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,47,314,-229,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-01-03,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,65,353,-267,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-01-04,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,54,329,-244,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-01-05,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,43,306,-29,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-01-06,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,46,312,-36,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-01-07,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,0,214,-128,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-01-08,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,11,237,-152,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-01-09,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,45,310,-225,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-01-10,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,72,368,-282,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-01-11,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,54,329,-244,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-01-12,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,62,346,-70,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-01-13,1927,97.9,276.5,52.0,76.2,54.5,15.8,641,4444,1126,70.3,91.9,11,11,67,357,-81,71.9,0,1927,15,0.67,1.0,3.0,1.0,0.0,1.0,1.33,0.0
2026-01-14,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,74,372,-287,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
2026-01-15,550,26.6,85.5,27.3,18.9,15.6,6.7,271,1351,109,9.4,48.6,4,11,77,379,-293,65.1,0,550,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
