date,name,type,moving_time_s,elapsed_time_s,distance_m,elevation_m,calories,training_load,intensity,avg_hr,max_hr,avg_power_w,np_w
2025-07-17,📡(Morning Pighet),Ride,8358,28734,61436.36,914.0,1563,107,67.52924,128,182,,
2025-07-18,🌄(Antenne di Ganda Pic Nic),Run,4709,4714,16013.75,296.0,1152,77,76.666664,161,182,223,230
2025-07-19,🔣 (Piramidi e Geroglifici),Ride,15848,17430,108558.25,1802.0,2654,210,68.89382,129,164,,
2025-07-20,☣️ (Bionic Marathon),Run,11614,12043,42209.46,206.0,2854,190,76.666664,154,179,227,230
2025-07-21,🍦(Il mago del gelato),Ride,7555,43164,60277.6,702.0,1441,96,67.456375,127,159,,
2025-07-22,3️⃣1️⃣(Vaccaro Birthday Classic),Ride,8394,10105,44220.42,1410.0,1624,115,70.03308,129,166,,
2025-07-22,☀️(Disegnare il sole),Hike,13268,64605,14304.94,1077.0,706,36,30.466928,74,119,,
2025-07-23,🥳(Birth-double),Swim,3233,3253,2500.0,,500,19,45.861977,99,125,,
2025-07-23,🥳(Birth-double),Run,2749,2761,10010.61,123.0,634,50,81.0,133,150,237,243
2025-07-24,🫗(Empty 18),Run,5367,5431,18012.79,256.0,1271,82,74.333336,152,180,215,223
2025-07-25,🥐(Bar Dony and Belloro),Ride,8668,11560,48663.95,1402.0,1671,124,70.4351,132,164,,
2025-07-26,⛈️(Piove sul bagnato),Ride,10047,10082,67231.03,1452.0,2154,222,89.2,145,173,190,223
2025-07-26,🧠(Mental Brick-Down),Run,4926,5000,17016.37,378.0,1190,85,79.0,157,184,223,237
2025-07-27,🍇(Patè Parafulmine),Run,11855,15846,31525.75,1383.0,2342,169,71.666664,132,162,193,215
2025-07-28,🗿(Cemento Duro),Ride,9470,43951,68536.46,1100.0,1802,130,70.28025,132,163,,
2025-07-29,♥️(Heart's Zones),Run,4647,4663,16014.04,275.0,1016,76,76.666664,129,152,221,230
2025-07-29,🧈(Burrò and more),Swim,3208,3274,2500.0,,500,29,56.94948,116,132,,
2025-07-30,🕋(Altino Pilgrimage),Ride,9921,45245,72756.94,1112.0,1954,147,72.84819,133,178,,
2025-07-31,🥐 (Half Marathon Combo),Run,6040,6262,21114.31,59.0,1381,87,72.0,133,154,211,216
2025-08-01,🦁 (Forcella dei Leoni),Ride,5940,7273,34185.51,1108.0,1158,80,69.47917,128,160,,
2025-08-02,💩 (Shitty 30s),Run,8387,9682,30029.46,527.0,2099,142,78.0,160,185,223,234
2025-08-03,💱 (Non Fare L'Avaro),Ride,17960,19156,122836.55,2861.0,4088,411,90.8,143,169,200,227
2025-08-04,⛱️(Fisico in vacanza),Ride,9615,43259,68182.38,1081.0,1589,112,64.54906,123,163,,
2025-08-05,🔛(On Test),Run,4494,4551,16020.56,262.0,1103,80,80.0,151,181,228,240
2025-08-05,👀 (Double Tuesday),Swim,3618,3630,2850.0,,570,35,58.923943,120,135,,
2025-08-06,🪀(Back and Forth 16),Run,4687,4750,16010.16,224.0,1102,75,75.666664,146,174,218,227
2025-08-06,🥧(Pie Ride at San Lucio),Ride,4973,5563,31390.07,827.0,898,61,66.371796,124,155,,
2025-08-07,🧱 (Brick by Brick Giovedì Half),Run,6091,6218,21113.64,275.0,1477,101,77.333336,154,185,224,232
2025-08-08,😪(Zambla 65 HRV),Ride,8761,11896,57931.59,1405.0,1831,187,87.6,138,172,175,219
2025-08-09,👄(Passabocche e altri bocconi),Ride,17997,19103,126354.61,2702.0,4031,419,91.6,138,175,199,229
2025-08-09,🍦(Ice Cream Brick),Run,4185,4610,15502.3,274.0,1048,81,83.666664,150,180,238,251
2025-08-10,🫐 (Pasta ai Martilli),Run,7833,8481,28017.6,286.0,1957,135,78.666664,152,182,230,236
2025-08-11,🐌(Lento senza lenticchie),Run,4149,4261,14010.01,246.0,940,66,75.666664,142,163,216,227
2025-08-11,🍲(Lento con lenticchie),Swim,3845,4036,3000.0,,601,32,54.23123,114,133,,
2025-08-12,🪨(Cima Rest Day),Ride,26720,32812,187990.55,2469.0,3844,285,61.705875,120,167,,
2025-08-13,🏺(L'antico Vaso - Sonny Edition),Ride,15172,16607,84725.88,2203.0,2268,177,64.291275,124,167,,
2025-08-14,🥵(Heat Training?),Run,5273,5377,18500.78,241.0,1135,86,76.666664,131,149,224,230
2025-08-14,,,,,,,,,,,,,
2025-08-14,Pool Swim,Swim,298,352,250.0,,50,2,,108,121,,
2025-08-15,♨️ (Guglielmo a Ferragosto),Ride,22703,25211,130265.63,3029.0,3685,289,67.3271,128,177,,
2025-08-16,"🛣️(30, Ricotta e Lamponi)",Run,8699,9144,30512.1,298.0,2186,142,76.666664,163,185,225,230
2025-08-17,💥(Enough / Esploso),Ride,11079,11951,65097.1,1702.0,1940,148,69.332016,128,171,,
2025-08-18,🗺️(Sapori dal Mondo Half),Run,6048,6093,21116.14,263.0,1452,98,76.333336,155,184,224,229
2025-08-18,🇵🇸 (Slow and steady),Swim,3728,3936,3000.0,,600,21,44.739117,98,126,,
2025-08-19,⛑️(Crocedomini of Legs),Ride,22020,23195,150887.36,3048.0,4788,457,86.4,132,176,193,216
2025-08-20,2️⃣(Two Swims in One Week?),Swim,3872,3975,3000.0,,600,50,67.91051,131,152,,
2025-08-20,2️⃣(Two Doubles in one Week?),Run,5422,5422,19020.12,293.0,1333,94,79.0,144,185,230,237
2025-08-21,"🦋(Bani, Pizza Pecorina e altri incastri)",Ride,13232,15665,90041.18,1549.0,2631,229,78.78386,141,172,,
2025-08-22,⛲(Fonteno Chill),Ride,11482,12658,64065.23,1771.0,2160,162,70.42746,132,171,,
2025-08-22,‼️(Little Brick),Run,2888,2907,10027.74,214.0,730,51,79.666664,163,179,228,239
2025-08-22,🪖(Sentiero delle 52 Gallerie),Hike,6629,8981,7249.14,753.0,502,25,34.647945,85,115,,
2025-08-23,🦸‍♂️(Strada degli Eroi),Run,4158,6794,11113.4,488.0,846,52,67.333336,139,164,177,202
2025-08-23,🧀(Ricotta Back),Hike,5709,7257,7538.3,71.0,488,27,40.81433,92,129,,
2025-08-23,🏰(Sirmio Open Water),OpenWaterSwim,749,788,515.51,,101,3,37.044567,92,108,,
2025-08-24,🧘‍♂️(Calming 18),Run,5700,5725,18018.02,531.0,1353,89,75.0,153,176,211,225
2025-08-25,🚂(Orezzo - Gavia - Tirano),Ride,26661,31857,192771.62,3174.0,5609,493,81.6,148,181,184,204
2025-08-26,🔱(Tirano - Trivigno - Orezzo),Ride,17770,19638,126376.74,2204.0,3752,345,83.6,140,177,186,209
2025-08-26,🤬(Il Bar Della Rabbia),Swim,3768,3853,3000.0,,600,35,57.68926,117,149,,
2025-08-27,🩼(Tired Legs Back to Work),Run,3964,3983,13513.78,232.0,931,64,76.0,143,178,220,228
2025-08-27,☔(Office and Rain),Ride,6627,40436,51697.14,459.0,1439,101,73.87152,135,170,,
2025-08-28,🤹‍♂️(Gicolare),Run,5616,5616,19008.66,262.0,1195,89,75.666664,128,145,220,227
2025-08-29,🍂(Falling Leaves Half),Run,6093,6184,21345.21,429.0,1440,104,78.333336,147,170,225,235
2025-08-29,2️⃣(Another Swim in the Books),Swim,3750,3961,3000.0,,600,32,54.99469,114,125,,
2025-08-30,Gazzaniga Running,Run,235,236,868.85,0.0,36,2,50.0,111,129,150,150
2025-08-30,Gazzaniga Running,Run,6019,6252,20723.39,875.0,1513,111,81.333336,162,185,227,244
2025-08-31,🌞(Sunday Burrata),Ride,10539,11642,101740.25,775.0,2366,199,82.42416,148,173,,
2025-08-31,🧞‍♂️(Genio Brioche-Brick),Run,4004,4008,15094.3,72.0,1037,72,80.666664,169,184,240,242
2025-09-01,"⛱️(Monday, September, Half)",Run,6113,6175,21101.47,260.0,1453,97,75.666664,152,182,221,227
2025-09-01,🐌(Slowly Better),Swim,3717,3911,3000.0,,600,30,53.802105,111,145,,
2025-09-02,🕳️(Black Hole Pighet),Ride,8416,45108,60886.34,823.0,1661,114,68.662445,130,166,,
2025-09-03,🌃(City+US Variations),Ride,10020,43955,72576.38,1051.0,1937,132,68.769905,131,165,,
2025-09-04,💧(Rugiada Half),Run,6251,6781,21519.29,300.0,1497,101,76.333336,148,178,222,229
2025-09-04,🍲(Lentils double),Swim,3753,3814,3000.0,,600,32,55.285744,116,132,,
2025-09-05,Gazzaniga Running,Run,4694,4697,16015.2,238.0,1104,74,75.333336,151,179,218,226
2025-09-06,🤡(Clown Weekend / 1),Ride,14492,15740,143981.27,982.0,3745,357,92.85801,159,185,,
2025-09-06,🤡(Clown Weekend / 2),Run,4237,4812,16019.16,81.0,1102,76,80.333336,164,179,239,241
2025-09-07,,,,,,,,,,,,,
2025-09-07,🍇(Moscato di Scanzo Trail),Run,6936,6993,21860.09,1050.0,1728,144,86.333336,156,182,232,259
2025-09-08,🏛️(Villa Panza Eclipse),Ride,10015,43824,72384.27,1046.0,1991,142,70.73836,133,170,,
2025-09-09,🫩(Tired Legs Half),Run,6250,6279,21511.66,295.0,1482,100,76.0,148,178,221,228
2025-09-09,🔂(Il solito doppio),Swim,3720,3785,3000.0,,600,25,49.061806,105,125,,
2025-09-10,⛈️(Easy/Not Easy),Ride,6541,42501,51773.99,501.0,1402,92,70.42948,133,160,,
2025-09-11,🍰(Ale's Pie),Run,5380,5435,18518.93,238.0,1262,87,76.333336,142,175,221,229
2025-09-11,2️⃣(Last Long Double),Swim,3724,3823,3000.0,,600,24,48.076984,105,119,,
2025-09-12,🩰(The Saddle Ballet),Ride,6144,6198,60049.04,555.0,1210,89,72.19625,136,160,,
2025-09-13,🆗(Effortless 25),Run,6887,7474,25109.16,249.0,1748,122,80.0,151,176,235,240
2025-09-14,🫓(Focaccia Barese),Ride,9975,10943,101292.38,817.0,2288,198,82.82381,147,179,,
2025-09-14,🔥(Firing Shoes),Run,1596,1596,7022.91,23.0,492,40,94.666664,183,185,283,284
2025-09-15,🍕(Morsi and Race Week),Run,4518,4897,16130.07,269.0,1094,80,79.666664,141,155,229,239
2025-09-15,2️⃣(Last Double),Swim,2999,3052,2500.0,,500,15,42.384045,95,123,,
2025-09-16,✨(Three Stars and a Moon in Modena),Run,3928,4211,14060.89,17.0,975,62,75.333336,142,168,223,226
2025-09-17,🌬️(Wind + Traffic Reactivation),Ride,6066,6067,60038.82,464.0,1316,97,75.872765,140,171,,
2025-09-18,🤧(Perfect Timing Immuno Run),Run,3894,3968,13510.31,299.0,961,65,77.333336,156,178,225,232
2025-09-19,"🤞(Pre Ironman ""Scroll"")",Ride,3101,3534,27124.4,175.0,691,45,72.20826,135,161,,
2025-09-19,🩳(Test Muta),OpenWaterSwim,1265,1266,1002.59,,201,10,53.346508,113,126,,
2025-09-20,Ⓜ️(Ironman Swim),OpenWaterSwim,4875,4876,3867.56,0.0,777,41,55.02447,114,138,,
2025-09-20,Ⓜ️(Ironman T1),Transition,267,386,791.59,35.0,58,3,,127,151,,
2025-09-20,Ⓜ️(Ironman Bike),Ride,19663,21309,178606.36,1027.0,2855,235,65.178734,129,152,,
2025-09-20,Ⓜ️(Ironman T2),Transition,192,261,648.73,0.0,65,4,,152,168,,
2025-09-20,Ⓜ️(Ironman Marathon),Run,11700,11740,40884.36,348.0,2767,180,74.333336,136,178,218,223
2025-09-21,❤️‍🩹(IRONMAN recovery run),Run,2347,2930,9077.89,60.0,611,43,81.333336,145,172,242,244
2025-09-22,🔆(Equinox),Ride,6216,6994,45272.69,586.0,1048,73,64.82887,125,153,,
2025-09-23,📿(     ),Run,4189,4230,14019.95,345.0,982,68,76.333336,150,181,217,229
2025-09-24,🔂(Routines and Peace),Ride,7282,41055,57053.81,552.0,1621,113,74.61921,137,174,,
2025-09-25,🆙(Pre Wedding Up),Run,4787,5267,16011.58,936.0,1192,81,78.0,156,183,218,234
2025-09-26,,,,,,,,,,,,,
2025-09-26,Gazzaniga Running,Run,4100,4243,14014.34,351.0,1004,69,77.666664,156,176,221,233
2025-09-27,,,,,,,,,,,,,
2025-09-28,🇷🇴 (Bucharest Half Marathon),Run,5867,7991,21446.95,371.0,1363,88,73.333336,136,161,204,220
2025-09-29,😇(San Michele),Ride,7138,40249,57649.54,554.0,1711,127,79.886856,141,175,,
2025-09-30,🍂(When September Ends),Run,4596,4669,16011.91,314.0,1116,76,77.333336,156,179,220,232
2025-10-01,🌬️(Wind of Change),Ride,6336,40304,51060.67,425.0,1449,100,75.27692,137,173,,
2025-10-02,🛰️(GPS Gone + Telegram),Run,4619,4653,15503.11,392.0,1112,73,75.333336,161,185,214,226
2025-10-03,🎃(October Variations),Run,4581,4746,16043.21,377.0,1077,79,78.666664,146,168,219,236
2025-10-04,🎪(Zelig Circus),Run,8146,8806,29014.63,465.0,2014,136,77.666664,152,179,227,233
2025-10-05,🚧(The Farno Initialization),Ride,11850,15007,72611.21,2116.0,2673,291,94.0,141,177,200,235
2025-10-06,🤢,Hike,895,901,719.99,133.0,104,5,44.72136,101,116,,
2025-10-07,🥨(Pre Bretzel),Ride,6937,7113,42389.08,1220.0,1505,152,88.8,133,161,192,222
2025-10-08,🥨(Bavarian Woodland),Run,4137,4427,15214.57,148.0,1031,67,76.333336,142,161,221,229
2025-10-09,🤢(Conference Mash-up/Mess-up),Run,3797,5063,13592.9,230.0,879,54,71.666664,137,163,207,215
2025-10-10,↪️(Kehre),Run,3862,3881,13300.55,440.0,908,68,79.666664,151,184,226,239
2025-10-11,🍂(Il Lombardia 2025),Ride,9685,11192,55769.95,2027.0,2244,246,95.6,140,172,207,239
2025-10-12,☠️(Sedrina Death Race),Hike,5363,7534,5318.17,647.0,437,25,40.415268,89,135,,
2025-10-12,🤔(Fare Schifo Half),Run,6302,6503,21128.65,574.0,1399,98,75.0,133,153,218,225
2025-10-13,👐(Maneskin Monday),Ride,7148,24813,57464.4,567.0,1501,100,70.942604,131,166,,
2025-10-14,📶(Starting Back),Run,6179,6728,18563.87,940.0,1376,91,72.666664,140,167,205,218
2025-10-15,🍛(Risotto and vacation),Ride,8659,42318,66002.81,807.0,1683,124,71.68894,132,170,,
2025-10-16,🇬🇷(Athens Shakeout),Run,3825,4737,13011.66,566.0,847,60,75.0,134,164,200,225
2025-10-17,🇬🇷(Kerala Dust and Acropolis),Run,4454,5927,15015.51,681.0,1027,68,74.0,141,167,203,222
2025-10-18,,,,,,,,,,,,,
2025-10-19,🚡(521 Layers),Hike,7346,7587,14467.68,1003.0,1232,86,64.70404,126,165,,
2025-10-20,🐴(Beatì gli ultimi),Ride,9223,42678,67345.17,863.0,1657,107,64.56998,126,183,,
2025-10-21,🐴(Pensione Beatì),Run,4518,4556,15508.64,482.0,1032,77,78.333336,137,154,223,235
2025-10-22,👀(Changes Incoming?),Ride,7865,41832,61418.15,683.0,1571,103,68.493034,128,160,,
2025-10-23,🍁(Autumn Rain),Run,4806,4827,16008.47,940.0,1247,85,79.666664,159,180,224,239
2025-10-24,💼 (Run to work),Run,6968,7170,26014.2,219.0,1666,109,75.0,143,164,220,225
2025-10-25,"🎺(Kokoroko, Pora, Ian)",Ride,11609,13079,84876.62,1806.0,2556,259,89.6,131,171,195,224
2025-10-26,🚪(Portone Marathon),Run,11534,11975,42208.53,642.2,2940,192,77.333336,152,180,229,232
2025-10-27,🆗 (Post Marathon Recovery?),Ride,8484,42466,65697.76,812.0,1776,158,82.0,141,178,184,205
2025-10-28,📴(Can't stop eating 16),Run,4595,4701,16009.96,339.0,1120,78,78.333336,144,170,226,235
2025-10-29,🎐(Bugonia and Wind of Change),Ride,8786,42245,65011.51,832.0,1918,184,86.8,137,163,193,217
2025-10-30,⏫(Up-ctober),Run,5095,5268,15195.58,869.0,1118,85,77.666664,148,178,209,233
2025-10-31,👻(Spooky Purito),Ride,5400,5727,28626.9,1024.0,916,58,61.670727,120,154,,
2025-11-01,🚪(Cortisolo e Rischiarite),Ride,11258,12591,57338.87,2004.0,2132,162,71.88189,132,180,,
2025-11-02,3️⃣1️⃣(31 dal 31),Run,8779,9783,31026.92,470.0,2182,140,75.666664,151,180,219,227
2025-11-03,⚫(Black Out 15),Run,4003,4003,15069.82,146.0,1034,72,80.666664,147,167,240,242
2025-11-04,↕️(Up and Down),Ride,5908,6286,34279.8,832.0,1011,75,67.27292,128,160,,
2025-11-05,🔙(Finally Back),Run,4225,4732,15019.48,514.0,1033,76,80.333336,147,164,231,241
2025-11-06,🍃(Too good not to go),Run,4715,4725,17016.78,502.0,1147,89,82.333336,141,161,236,247
2025-11-07,😅(Back to cycling),Ride,6756,6756,41994.62,1207.0,1556,162,92.8,146,185,206,232
2025-11-08,🥐(Selvino Downtown),Run,10984,11768,37016.67,1389.0,2725,182,77.333336,159,185,222,232
2025-11-09,🇮🇳(Palak Ganda),Ride,10024,11855,55741.94,2004.0,2097,220,88.8,136,179,183,222
2025-11-10,👃(Puzza di PR falsi),Run,4605,4709,16011.82,518.0,1091,75,76.666664,143,157,222,230
2025-11-11,🥙 (Bao Olera),Ride,5535,6157,33604.86,778.0,1012,64,63.723053,124,159,,
2025-11-12,💤 (The Sleepless Confirmation),Run,4637,4975,16502.2,512.0,1130,80,79.0,144,162,227,237
2025-11-13,🎤(Sky del Canto),Ride,7506,8119,43840.87,673.0,1413,100,68.164215,133,156,,
2025-11-14,🦋(Risotto zucca e farfalle),Run,4486,4524,17012.99,204.0,1163,82,81.0,144,162,239,243
2025-11-15,☸️(Togliere ragnatele),Run,8735,9538,32004.48,394.0,2235,150,78.666664,148,173,234,236
2025-11-16,"🚭(ArtDate, Vernici, Pipe)",Run,6727,6880,21113.79,1123.0,1673,108,76.0,163,182,211,228
2025-11-17,🥶(Odifreddi e freddo),Run,4860,4892,16013.17,524.2308,1161,90,81.666664,148,174,217,245
2025-11-18,🫓(Focaccia Barese e Lonno),Ride,5741,5791,37600.14,775.0,1220,86,73.124214,137,169,,
2025-11-19,🌑(The Dark Side of Ramera),Run,4699,5291,16272.83,493.0,1119,79,77.666664,143,166,221,233
2025-11-20,⛓️‍💥(The Chain-saw),Ride,1458,1695,7790.98,216.0,317,19,66.86246,129,157,,
2025-11-20,🧱(Unexpected Brick),Run,4105,4108,14011.78,488.0,1253,69,77.666664,179,185,224,233
2025-11-21,❄️(The First Snow),Run,4687,5369,12566.6,754.0,918,60,68.0,136,161,183,204
2025-11-22,⛷️(Skiing Variations),BackcountrySki,6569,10477,10918.32,1085.0,739,39,42.071907,101,122,,
2025-11-23,💆‍♂️(Easy 30),Run,8263,8728,30016.8,683.5,2117,147,80.0,156,185,230,240
2025-11-24,Bergamo Running,Run,3990,4004,15017.01,160.0,1048,73,81.333336,157,185,241,244
2025-11-25,🏰(Bastia-nich),Run,4495,4666,16011.6,545.0,1086,81,80.666664,146,164,227,242
2025-11-26,🐬(Ironman Outfit Showcase),Swim,2505,2634,2000.0,,400,22,55.763256,117,133,,
2025-11-26,✌️(Twice Why Not),Run,3940,3958,15024.83,164.0,1029,73,81.666664,144,157,243,245
2025-11-27,🥶(The Last Shorts),Ride,5809,6123,31147.59,850.0,1066,77,68.89539,130,178,,
2025-11-28,🇩🇪(The Berliner Confirmation),Run,4369,4853,15173.35,491.0,1083,73,77.333336,155,179,221,232
2025-11-29,🧘‍♂️(Pre Race - Cambio Regime),Run,2314,2738,8193.52,284.0,554,38,76.666664,152,173,219,230
2025-11-30,Florence Running,Run,9509,9512,42703.51,618.7,2817,249,97.0,168,185,289,291
2025-12-01,⚜️(Firenze Recovery Run with ~),Run,2558,4084,7762.61,221.5,557,33,68.333336,135,160,189,205
2025-12-02,🏺(Sentiero dei Vasi - Circa),Ride,5275,5506,30686.68,736.0,1110,77,72.320045,135,185,,
2025-12-03,Bergamo Cycling,Ride,4941,5425,28369.85,633.0,871,61,65.56782,128,161,,
2025-12-04,Bergamo Running,Run,4128,4196,15251.69,513.0,1090,78,82.333336,167,185,239,247
2025-12-05,Bergamo Cycling,Ride,3916,3926,23135.78,456.0,750,47,65.69875,126,155,,
2025-12-05,Gazzaniga Hiking,Hike,5576,6189,10130.21,637.0,840,56,59.67586,117,144,,
2025-12-06,Gazzaniga Running,Run,4626,4771,16343.82,454.0,1112,83,80.333336,152,183,227,241
2025-12-06,Gazzaniga Cycling,Ride,2455,2462,22823.1,43.0,503,31,67.34049,122,154,,
2025-12-07,Villa di Serio Running,Run,9501,9549,24901.8,1705.0,2119,165,79.0,155,181,205,237
2025-12-08,Gazzaniga Cycling,Ride,7112,7304,37175.07,1321.0,945,71,60.0,111,151,53,150
2025-12-09,Bergamo Cycling,Ride,6172,6581,35768.05,839.0,1134,80,67.86054,131,156,,
2025-12-10,Bergamo Running,Run,4288,4544,15213.96,497.0,1009,74,78.666664,145,166,227,236
2025-12-11,Bergamo Cycling,Ride,5839,5919,41532.46,753.0,1113,82,70.65087,132,164,,
2025-12-12,Bergamo Running,Run,3873,3875,15005.85,162.0,1016,75,83.333336,158,185,249,250
2025-12-13,Gazzaniga Cycling,Ride,9072,9423,64522.74,1260.0,1713,155,78.24179,138,174,,
2025-12-13,Ponte Nossa Running,Run,3918,3982,12569.65,155.0,851,47,66.0,147,168,194,198
2025-12-15,Stezzano Running,Run,3991,3995,15017.72,164.0,1024,72,80.666664,159,185,241,242
2025-12-16,Bergamo Cycling,Ride,5449,5702,32157.37,702.0,990,72,68.60566,131,167,,
2025-12-17,Bergamo Running,Run,4371,4507,15105.57,490.0,1061,73,77.666664,153,181,226,233
2025-12-18,Bergamo Cycling,Ride,5738,5961,36961.72,731.0,1023,75,67.832344,130,161,,
2025-12-19,🎄(Christmas Lights in the Fog of Dehli?),Run,4290,4324,15087.14,491.0,994,71,77.333336,147,164,222,232
2025-12-20,☺️(Che rumore fa la Felicita?),Run,7542,8052,25025.14,1208.0,1770,125,77.333336,160,179,221,232
2025-12-21,🫃(Giro del Litro e del Lago),Ride,11672,12613,93699.41,1090.0,2324,197,77.066216,140,166,,
2025-12-22,⭕(Circle Back),Run,4404,4664,15516.25,582.0,1018,77,79.333336,146,168,230,238
2025-12-23,🌲(Grinch e no Grinch),Ride,5721,6033,33918.7,709.0,1108,84,72.10721,135,167,,
2025-12-24,✨(Vigilia in Zambla),Ride,9053,9673,59104.95,1423.0,1698,137,73.68396,135,174,,
2025-12-25,🎄(Natale 2025),Run,4264,8185,11704.99,762.0,887,48,63.333332,141,166,171,190
2025-12-26,✨(Filetto's Rullo),VirtualRide,4502,4502,47475.07,0.0,1072,92,85.6,,,214,214
2025-12-27,"🧀(Formaggi, Cave, Rosa)",Ride,10570,12342,63841.66,1426.0,1937,166,74.42774,138,173,,
2025-12-28,🍕(Pizzoccheri Half),Run,6317,6790,22018.34,511.0,1473,104,77.0,143,164,225,231
2025-12-29,🛫(Tra un vaccino e un viaggio),Run,2913,3328,10251.66,314.9,683,48,77.0,146,167,223,231
2025-12-30,🇮🇳 (Impossible Delhi),Hike,388,396,574.01,0.0,9,0,,55,62,,
2025-12-31,🇮🇳 (New Delhi New Year's Eve),Run,2272,2694,7392.15,127.0,488,24,62.0,135,155,174,186
2026-01-01,🩷 (111 2026),Run,2684,2974,10226.22,110.0,663,42,75.333336,161,180,217,226
2026-01-02,🏯,Hike,473,558,503.46,62.0,65,3,,102,120,,
2026-01-02,📐(Simmetrie e Ⓜ️'s Cag🎱),Run,3168,3539,10776.03,116.0,710,44,71.0,141,165,207,213
2026-01-03,🔷(Palladio's Sanpelle),Run,3861,3979,14646.24,152.0,951,65,77.666664,142,160,227,233
2026-01-04,Indoor Cycling,VirtualRide,3602,3669,,,795,54,73.4949,137,164,,
2026-01-04,,,,,,,,,,,,,
2026-01-05,🛺 (Lucknow Central Park),Run,2593,3085,10095.47,104.0,639,43,77.333336,135,152,221,232
2026-01-06,🔥(Varanasi 451),Run,2595,2916,10112.87,129.0,644,46,79.666664,138,156,226,239
2026-01-08,🇳🇵(Katmandu Decisions),Hike,6613,8772,9158.71,146.0,223,11,23.527355,64,98,,
2026-01-09,🇳🇵(Katmandu Sunrise),Run,3140,3755,11230.83,450.0,741,45,72.0,150,179,205,216
2026-01-10,🇳🇵(Katmandu MTB),Ride,4882,4954,27073.95,375.0,1027,72,72.34811,137,161,,
2026-01-11,Kathmandu Running,Run,3294,3433,12135.77,504.0,818,54,77.0,160,183,224,231
2026-01-12,🇦🇿 (Baku Mirage),Run,3720,5477,14025.05,190.0,888,62,77.333336,141,177,219,232
2026-01-13,🏩(Orezzo Benelux),Run,3788,3825,13155.05,432.0,886,67,79.666664,153,175,228,239
2026-01-14,↩️(Back to square 1),Run,3886,3892,15056.29,158.0,997,74,83.0,158,180,247,249
2026-01-15,Bergamo Cycling,Ride,564,583,3958.63,16.0,116,6,,124,141,,
2026-01-15,📏(Ruling Rulli),VirtualRide,3648,3648,38032.67,0.0,851,71,83.6,,,209,209
2026-01-16,🗓️(Anno nuovo),Run,4218,4384,15201.27,491.0,1041,75,80.0,147,164,230,240
2026-01-17,📡(Valcava Penitence),Ride,10565,10738,66308.83,1381.0,1815,160,73.8025,136,184,,
2026-01-18,🫁(Bronchitis Half),Run,6006,7062,21102.49,475.75,1502,103,78.666664,158,185,228,236
2026-01-19,💯(Rullata 1000kcal),VirtualRide,4303,4303,44789.11,0.0,1000,83,83.2,,,208,208
2026-01-20,🪇(Back to some shaking),Ride,5784,5957,35093.28,843.0,1265,96,77.212074,141,177,,
2026-01-21,🪾(No Other Choice),Run,4312,4504,15196.43,498.0,1050,75,79.333336,151,181,228,238
2026-01-22,🎗️(Lucky 1 hour),Ride,3612,3615,23368.1,458.0,905,67,81.717445,145,173,,
2026-01-22,🎿(Vodalata Needed),BackcountrySki,5649,6423,10594.32,1072.0,539,33,45.371452,101,123,,
2026-01-23,🟪(Violets are black),Run,4328,4340,15021.91,535.0,1040,76,79.333336,148,177,229,238
2026-01-24,Castione della Presolana Backcountry Skiing,BackcountrySki,8383,10263,13912.76,1322.0,682,39,40.632347,92,110,,
2026-01-25,Gazzaniga Running,Run,6817,7600,23277.77,491.0,1644,109,76.0,149,166,220,228
2026-01-25,Gazzaniga Cycling,Ride,2556,2557,22911.81,56.0,535,33,68.175415,123,158,,
2026-01-26,Bergamo Running,Run,4655,4816,16021.85,509.0,1098,77,77.0,143,169,223,231
2026-01-27,Bergamo Cycling,Ride,5845,6262,40029.09,783.0,1043,72,66.27576,125,161,,
2026-01-28,Power Workout,VirtualRide,3627,3660,38022.83,0.0,862,73,85.2,,,214,213
2026-01-28,Pool Swim,Swim,2005,2673,1625.0,,325,19,58.01846,120,139,,
2026-01-29,🤗(Collinarino ARKetipo),Run,4327,4361,15421.12,569.0,1032,79,81.0,144,164,231,243
2026-01-30,🎒(S-Marti e Smart),BackcountrySki,4592,23790,12624.0,1115.0,570,21,32.42623,92,113,,
2026-01-31,🫐 (Per un pugno di mirtilli),BackcountrySki,9014,10608,13147.09,1638.0,701,40,39.937923,91,114,,
2026-02-01,🐩(Porco Cane),Run,8277,8800,30631.88,392.0,2053,143,79.0,142,170,235,237
2026-02-02,📴(Oretta Scarico),VirtualRide,3617,3617,38025.87,0.0,860,73,85.2,,,214,213
2026-02-02,‼️(Doppietta Easy),Run,3988,3996,15017.89,162.0,1011,71,80.0,147,166,238,240
2026-02-03,🐏(Pegla's Back),Run,4287,4288,15249.36,495.0,1012,76,80.0,146,166,231,240
2026-02-04,❄️(Nevischio),Ride,6055,6158,35112.19,847.0,944,71,64.95548,126,167,,
2026-02-05,✝️(Timogno),BackcountrySki,5210,5976,8216.32,930.0,447,27,42.8046,95,117,,
2026-02-06,🌂(The Umbrella Academy),Run,4425,4476,15298.15,504.0,1054,73,77.0,149,164,220,231
2026-02-07,❄️(Milano Cortina 2026),Ride,8992,9875,60378.61,1061.0,1664,138,74.27607,135,169,,
2026-02-08,⏲️(Paced Bergamo 21),Run,4869,4874,21430.89,244.0,1401,120,94.0,158,184,280,282
